,long,lat,address,neighborhood
58,-93.6329708,42.0608874,"4131 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
59,-93.6315766,42.0603179,"4019 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
60,-93.6355353,42.0593048,"1911 Stone Brooke Rd, Ames, IA 50010, USA",Gilbert
61,-93.6354561,42.0600409,"3928 Brookdale Cir, Ames, IA 50010, USA",Gilbert
62,-93.6392963,42.0596492,"3839 Berkshire Ave, Ames, IA 50010, USA",Gilbert
63,-93.6394547,42.0591036,"3823 Berkshire Ave, Ames, IA 50010, USA",Gilbert
64,-93.640009,42.0593178,"3842 Hyde Ave, Ames, IA 50010, USA",Gilbert
65,-93.63830659999999,42.0587538,"3813 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
66,-93.63834609999999,42.0585595,"3809 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
67,-93.63889449999999,42.0583986,"3806 Berkshire Ave, Ames, IA 50010, USA",Gilbert
68,-93.6389202,42.0585607,"3810 Berkshire Ave, Ames, IA 50010, USA",Gilbert
69,-93.6389004,42.058735,"3814 Berkshire Ave, Ames, IA 50010, USA",Gilbert
70,-93.6389004,42.0588895,"3820 Berkshire Ave, Ames, IA 50010, USA",Gilbert
71,-93.6387421,42.0595895,"3840 Berkshire Ave, Ames, IA 50010, USA",Gilbert
72,-93.6370001,42.0592585,"3835 Brookdale Ave, Ames, IA 50010, USA",Gilbert
73,-93.63711889999999,42.0591003,"3831 Brookdale Ave, Ames, IA 50010, USA",Gilbert
74,-93.6371782,42.0587702,"3821 Brookdale Ave, Ames, IA 50010, USA",Gilbert
75,-93.637198,42.0582869,"3803 Brookdale Ave, Ames, IA 50010, USA",Gilbert
76,-93.6377127,42.0583865,"3804 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
77,-93.6377523,42.0587327,"3812 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
78,-93.63763349999999,42.0592771,"3828 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
79,-93.63605,42.0587866,"3823 Columbine Ave, Ames, IA 50010, USA",Gilbert
80,-93.63605,42.0581302,"3801 Columbine Ave, Ames, IA 50010, USA",Gilbert
81,-93.6366438,42.0584975,"3814 Brookdale Ave, Ames, IA 50010, USA",Gilbert
82,-93.6364854,42.0590431,"3832 Brookdale Ave, Ames, IA 50010, USA",Gilbert
83,-93.6376731,42.056766,"2018 Taylor Cir, Ames, IA 50010, USA",Gilbert
84,-93.637396,42.0566976,"2012 Taylor Cir, Ames, IA 50010, USA",Gilbert
85,-93.6377127,42.0577687,"3724 Eisenhower Ave, Ames, IA 50010, USA",Gilbert
86,-93.6370397,42.0577127,"1930 Windfield Dr, Ames, IA 50010, USA",Gilbert
87,-93.6361687,42.05754719999999,"3715 Columbine Cir, Ames, IA 50010, USA",Gilbert
88,-93.6354561,42.0577242,"3720 Columbine Cir, Ames, IA 50010, USA",Gilbert
89,-93.6396922,42.0579764,"2218 Windfield Dr, Ames, IA 50010, USA",Gilbert
90,-93.6391972,42.0580228,"2206 Windfield Dr, Ames, IA 50010, USA",Gilbert
91,-93.63896129999999,42.057994,"2122 Windfield Dr, Ames, IA 50010, USA",Gilbert
92,-93.63191309999999,42.0307812,"Ames, IA, USA",Gilbert
93,-93.6349613,42.0574502,"3629 Fletcher Blvd, Ames, IA 50010, USA",Gilbert
94,-93.6349613,42.0588403,"3817 Fletcher Blvd, Ames, IA 50010, USA",Gilbert
95,-93.6342533,42.0595878,"3916 Fletcher Blvd, Ames, IA 50010, USA",StoneBr
96,-93.6342439,42.05943329999999,"3908 Fletcher Blvd, Ames, IA 50010, USA",StoneBr
97,-93.63269509999999,42.0595273,"3908 Stone Brooke Cir, Ames, IA 50010, USA",StoneBr
98,-93.63266639999999,42.0593851,"3904 Stone Brooke Cir, Ames, IA 50010, USA",StoneBr
99,-93.632013,42.059518,"1527 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
100,-93.6315971,42.05964580000001,"1519 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
101,-93.63202299999999,42.05899700000001,"1530 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
102,-93.6310628,42.059666,"1512 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
103,-93.63321359999999,42.05886520000001,"1608 Stone Brooke Rd, Ames, IA 50010, USA",StoneBr
104,-93.63201210000001,42.05837349999999,"1601 Woodhaven Cir, Ames, IA 50010, USA",StoneBr
105,-93.62908279999999,42.0612846,"1408 Edgewater Ct, Ames, IA 50010, USA",StoneBr
106,-93.6295578,42.0608449,"1407 Panoramic Ct, Ames, IA 50010, USA",StoneBr
107,-93.62926089999999,42.0608736,"1401 Panoramic Ct, Ames, IA 50010, USA",StoneBr
108,-93.6286078,42.06087489999999,"4020 Edgewater Dr, Ames, IA 50010, USA",StoneBr
109,-93.628687,42.0606407,"4014 Edgewater Dr, Ames, IA 50010, USA",StoneBr
110,-93.62880570000002,42.0604053,"4008 Edgewater Dr, Ames, IA 50010, USA",StoneBr
111,-93.6280735,42.0606794,"4013 Frances E Davis Ct, Ames, IA 50010, USA",StoneBr
112,-93.63191309999999,42.0307812,"Ames, IA, USA",StoneBr
113,-93.6269454,42.0614292,"4126 Laura Ct, Ames, IA 50010, USA",StoneBr
114,-93.6266485,42.0615737,"4120 Laura Ct, Ames, IA 50010, USA",StoneBr
115,-93.6236404,42.0603557,"4011 Dawes Dr, Ames, IA 50010, USA",Gilbert
116,-93.6220573,42.0594017,"3906 Dawes Dr, Ames, IA 50010, USA",Gilbert
117,-93.6222354,42.0598015,"3920 Dawes Dr, Ames, IA 50010, USA",Gilbert
118,-93.6229874,42.0607045,"4014 Dawes Dr, Ames, IA 50010, USA",Gilbert
119,-93.626489,42.057118,"1121 Top-O-Hollow Rd #1123, Ames, IA 50010, USA",Gilbert
120,-93.63007019999999,42.059212,"3909 Hoover Ave, Ames, IA 50010, USA",StoneBr
121,-93.63007309999999,42.0588981,"3817 Hoover Ave, Ames, IA 50010, USA",StoneBr
122,-93.63007139999999,42.0587419,"3811 Hoover Ave, Ames, IA 50010, USA",StoneBr
123,-93.63005489999999,42.0585691,"3807 Hoover Ave, Ames, IA 50010, USA",StoneBr
124,-93.62870679999999,42.0596555,"1214 Adams St, Ames, IA 50010, USA",StoneBr
125,-93.6290234,42.0591822,"1309 Kinyon Cir, Ames, IA 50010, USA",StoneBr
126,-93.6287859,42.0591897,"1303 Kinyon Cir, Ames, IA 50010, USA",StoneBr
127,-93.62831100000001,42.0586641,"1210 Kinyon Cir, Ames, IA 50010, USA",StoneBr
128,-93.6294193,42.0587063,"1316 Kinyon Cir, Ames, IA 50010, USA",StoneBr
129,-93.62939949999999,42.0584946,"3802 Hoover Ave, Ames, IA 50010, USA",StoneBr
130,-93.62259159999999,42.0586706,"3805 Dawes Dr, Ames, IA 50010, USA",Gilbert
131,-93.62360450000001,42.05694039999999,"917 Top-O-Hollow Rd, Ames, IA 50010, USA",Gilbert
132,-93.6237987,42.05726180000001,"3616 Calhoun Ave, Ames, IA 50010, USA",Gilbert
133,-93.63834609999999,42.0561655,"3421 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
134,-93.63830659999999,42.0545064,"2101 Buchanan Dr, Ames, IA 50010, USA",NWAmes
135,-93.6391776,42.0560234,"2322 Buchanan Dr, Ames, IA 50010, USA",NWAmes
136,-93.6396527,42.054541,"2211 Buchanan Dr, Ames, IA 50010, USA",NWAmes
137,-93.637495,42.0541266,"3217 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
138,-93.6376533,42.0559751,"3414 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
139,-93.6376495,42.0552923,"3318 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
140,-93.6377127,42.0551044,"3312 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
141,-93.63763349999999,42.0548752,"3306 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
142,-93.63757489999999,42.0546022,"3300 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
143,-93.6373366,42.054595,"2009 Buchanan Dr, Ames, IA 50010, USA",NWAmes
144,-93.6369407,42.0549164,"3309 Clinton Ct, Ames, IA 50010, USA",NWAmes
145,-93.6364656,42.0560898,"3422 Clinton Ct, Ames, IA 50010, USA",NWAmes
146,-93.6362149,42.0558709,"3416 Clinton Ct, Ames, IA 50010, USA",NWAmes
147,-93.6363073,42.0551681,"3314 Clinton Ct, Ames, IA 50010, USA",NWAmes
148,-93.63509979999999,42.0544533,"1904 Buchanan Dr, Ames, IA 50010, USA",NWAmes
149,-93.6346248,42.0548158,"1814 Buchanan Dr, Ames, IA 50010, USA",NWAmes
150,-93.633932,42.0549343,"1802 Buchanan Dr, Ames, IA 50010, USA",NWAmes
151,-93.6328236,42.0544287,"1624 Buchanan Dr, Ames, IA 50010, USA",NWAmes
152,-93.6306266,42.0540539,"1502 Buchanan Dr, Ames, IA 50010, USA",NWAmes
153,-93.63494,42.05543429999999,"3412 Taft Ave, Ames, IA 50010, USA",NWAmes
154,-93.63312049999999,42.05540389999999,"1717 Buchanan Dr, Ames, IA 50010, USA",NWAmes
155,-93.63248709999999,42.0555398,"1709 Buchanan Dr, Ames, IA 50010, USA",NWAmes
156,-93.63177460000001,42.0549831,"3323 Buchanan Ct, Ames, IA 50010, USA",NWAmes
157,-93.6314975,42.0554938,"3411 Buchanan Ct, Ames, IA 50010, USA",NWAmes
158,-93.63296090000001,42.0562692,"1702 Top-O-Hollow Rd, Ames, IA 50010, USA",NWAmes
159,-93.6326744,42.05626820000001,"1624 Top-O-Hollow Rd, Ames, IA 50010, USA",NWAmes
160,-93.6318141,42.0562947,"1606 Top-O-Hollow Rd, Ames, IA 50010, USA",NWAmes
161,-93.63822739999999,42.0517286,"2108 Stevenson Dr, Ames, IA 50010, USA",NWAmes
162,-93.6377919,42.0525147,"3103 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
163,-93.6383857,42.0524573,"2129 Stevenson Dr, Ames, IA 50010, USA",NWAmes
164,-93.63868269999999,42.0528533,"2141 Stevenson Dr, Ames, IA 50010, USA",NWAmes
165,-93.63573459999999,42.0530865,"2006 Polk Dr, Ames, IA 50010, USA",NWAmes
166,-93.63547690000001,42.0531302,"2000 Polk Dr, Ames, IA 50010, USA",NWAmes
167,-93.63418589999999,42.0527409,"1915 Stevenson Dr, Ames, IA 50010, USA",NWAmes
168,-93.63605,42.0526856,"2009 Stevenson Dr, Ames, IA 50010, USA",NWAmes
169,-93.6370991,42.0529034,"3112 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
170,-93.63529779999999,42.0522459,"1942 Stevenson Dr, Ames, IA 50010, USA",NWAmes
171,-93.633538,42.0529447,"1910 Stevenson Dr, Ames, IA 50010, USA",NWAmes
172,-93.6367032,42.053611,"2027 Polk Dr, Ames, IA 50010, USA",NWAmes
173,-93.63797000000001,42.0510223,"2935 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
174,-93.6375939,42.050397,"2917 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
175,-93.63751479999999,42.050245,"2911 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
176,-93.6353374,42.0510862,"2953 Monroe Dr, Ames, IA 50010, USA",NWAmes
177,-93.63715839999999,42.0506425,"2918 Eisenhower Ave, Ames, IA 50010, USA",NWAmes
178,-93.6373366,42.0517374,"3008 Eisenhower Cir, Ames, IA 50010, USA",NWAmes
179,-93.63498109999999,42.0505568,"2944 Monroe Dr, Ames, IA 50010, USA",NWAmes
180,-93.6345654,42.0512071,"2966 Monroe Dr, Ames, IA 50010, USA",NWAmes
181,-93.6344483,42.0503328,"2851 Monroe Dr, Ames, IA 50010, USA",NWAmes
182,-93.6357728,42.049296,"2814 Monroe Dr, Ames, IA 50010, USA",NWAmes
183,-93.6352186,42.049468,"2826 Monroe Dr, Ames, IA 50010, USA",NWAmes
184,-93.6346782,42.0496989,"2838 Monroe Dr, Ames, IA 50010, USA",NWAmes
185,-93.6341893,42.04988669999999,"2850 Monroe Dr, Ames, IA 50010, USA",NWAmes
186,-93.6339122,42.0499341,"2854 Monroe Dr, Ames, IA 50010, USA",NWAmes
187,-93.6334627,42.0514834,"2888 Monroe Dr, Ames, IA 50010, USA",NWAmes
188,-93.63401119999999,42.051688,"2985 Monroe Dr, Ames, IA 50010, USA",NWAmes
189,-93.63971199999999,42.0491135,"2723 Somerset Dr, Ames, IA 50010, USA",Somerst
190,-93.6392369,42.0503643,"2818 Somerset Dr, Ames, IA 50010, USA",Somerst
191,-93.6392302,42.0495261,"2754 Somerset Dr, Ames, IA 50010, USA",Somerst
192,-93.6392358,42.04933560000001,"2738 Somerset Dr, Ames, IA 50010, USA",Somerst
193,-93.63292249999999,42.0531705,"1632 Truman Dr, Ames, IA 50010, USA",NWAmes
194,-93.6321104,42.052184,"1608 Truman Dr, Ames, IA 50010, USA",NWAmes
195,-93.6314579,42.0522127,"1600 Truman Dr, Ames, IA 50010, USA",NWAmes
196,-93.63058699999999,42.0522016,"1500 Truman Dr, Ames, IA 50010, USA",NWAmes
197,-93.63114850000001,42.0526192,"1509 Truman Dr, Ames, IA 50010, USA",NWAmes
198,-93.63144,42.0526303,"1603 Truman Dr, Ames, IA 50010, USA",NWAmes
199,-93.63173499999999,42.0526674,"1607 Truman Dr, Ames, IA 50010, USA",NWAmes
200,-93.6310997,42.049911,"1509 Jackson Dr, Ames, IA 50010, USA",NWAmes
201,-93.6329027,42.0492515,"1642 Johnson St, Ames, IA 50010, USA",NWAmes
202,-93.63197249999999,42.0494547,"1608 Jackson Dr, Ames, IA 50010, USA",NWAmes
203,-93.631677,42.0494579,"1604 Jackson Dr, Ames, IA 50010, USA",NWAmes
204,-93.630686,42.0512524,"1501 Reagan Dr, Ames, IA 50010, USA",NWAmes
205,-93.62658189999999,42.0563766,"1116 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
206,-93.62587669999999,42.0564048,"1104 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
207,-93.6287871,42.05553159999999,"1323 Jefferson St, Ames, IA 50010, USA",NAmes
208,-93.62809320000001,42.055524,"1309 Jefferson St, Ames, IA 50010, USA",NAmes
209,-93.6271032,42.0555295,"1217 Jefferson St, Ames, IA 50010, USA",NAmes
210,-93.6264695,42.0553849,"3323 Jefferson Cir, Ames, IA 50010, USA",NAmes
211,-93.62570300000002,42.05520629999999,"3328 Jefferson Cir, Ames, IA 50010, USA",NAmes
212,-93.6261608,42.0549312,"3316 Garner Ave, Ames, IA 50010, USA",NAmes
213,-93.62608809999999,42.0547102,"1111 Garner Cir, Ames, IA 50010, USA",NAmes
214,-93.6260075,42.0546386,"1115 Garner Cir, Ames, IA 50010, USA",NAmes
215,-93.62977889999999,42.0550684,"1416 Jefferson St, Ames, IA 50010, USA",NAmes
216,-93.6292678,42.054938,"1406 Jefferson St, Ames, IA 50010, USA",NAmes
217,-93.62813279999999,42.054596,"3307 Nixon Ave, Ames, IA 50010, USA",NAmes
218,-93.6298212,42.0535355,"1413 Wheeler St, Ames, IA 50010, USA",NAmes
219,-93.63000389999999,42.0544169,"3304 Hoover Ave, Ames, IA 50010, USA",NAmes
220,-93.62718629999999,42.055063,"1218 Jefferson St, Ames, IA 50010, USA",NAmes
221,-93.6269312,42.0550975,"1212 Jefferson St, Ames, IA 50010, USA",NAmes
222,-93.6268662,42.05475180000001,"3305 Garner Ave, Ames, IA 50010, USA",NAmes
223,-93.6272863,42.0539245,"3215 Garner Ave, Ames, IA 50010, USA",NAmes
224,-93.62734119999999,42.05353969999999,"3203 Garner Ave, Ames, IA 50010, USA",NAmes
225,-93.6278681,42.053673,"3210 Nixon Ave, Ames, IA 50010, USA",NAmes
226,-93.6278363,42.0539062,"3214 Nixon Ave, Ames, IA 50010, USA",NAmes
227,-93.62769740000002,42.0543394,"3304 Nixon Ave, Ames, IA 50010, USA",NAmes
228,-93.6271829,42.0531586,"1202 Wheeler St, Ames, IA 50010, USA",NAmes
229,-93.6264935,42.053135,"1122 Wheeler St, Ames, IA 50010, USA",NAmes
230,-93.62601889999999,42.0531577,"1112 Wheeler St, Ames, IA 50010, USA",NAmes
231,-93.62475649999999,42.0563163,"1012 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
232,-93.6242935,42.0564546,"908 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
233,-93.6235019,42.056441,"902 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
234,-93.6227499,42.0564646,"808 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
235,-93.6223541,42.0564771,"804 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
236,-93.62168129999999,42.0564983,"704 Top-O-Hollow Rd, Ames, IA 50010, USA",NAmes
237,-93.625213,42.0544447,"3301 Polaris Dr, Ames, IA 50010, USA",NAmes
238,-93.6252324,42.05509840000001,"3315 Polaris Dr, Ames, IA 50010, USA",NAmes
239,-93.6250967,42.0554654,"3403 Polaris Dr, Ames, IA 50010, USA",NAmes
240,-93.6248778,42.0555878,"3405 Polaris Dr, Ames, IA 50010, USA",NAmes
241,-93.6245797,42.0556165,"3409 Polaris Dr, Ames, IA 50010, USA",NAmes
242,-93.6299537,42.0526078,"1471 Truman Pl, Ames, IA 50010, USA",BrDale
243,-93.6297511,42.0525853,"1463 Truman Pl, Ames, IA 50010, USA",BrDale
244,-93.6292189,42.0526323,"1437 Truman Pl, Ames, IA 50010, USA",BrDale
245,-93.62902659999999,42.05270669999999,"1425 Truman Pl, Ames, IA 50010, USA",BrDale
246,-93.628648,42.0526161,"1409 Truman Pl, Ames, IA 50010, USA",BrDale
247,-93.62791899999999,42.0526837,"1333 Truman Pl, Ames, IA 50010, USA",BrDale
248,-93.62788259999999,42.0526668,"1329 Truman Pl, Ames, IA 50010, USA",BrDale
249,-93.627651,42.0528062,"1317 Truman Pl, Ames, IA 50010, USA",BrDale
250,-93.627394,42.0528129,"1305 Truman Pl, Ames, IA 50010, USA",BrDale
251,-93.62690330000001,42.0519275,"1220 Truman Pl, Ames, IA 50010, USA",BrDale
252,-93.6268789,42.0514412,"1208 Truman Pl, Ames, IA 50010, USA",BrDale
253,-93.62978580000001,42.0523308,"1466 Truman Pl, Ames, IA 50010, USA",BrDale
254,-93.62943589999999,42.0522771,"1450 Truman Pl, Ames, IA 50010, USA",BrDale
255,-93.6281214,42.0523905,"1344 Truman Pl, Ames, IA 50010, USA",BrDale
256,-93.6275094,42.0519222,"1311 Barkley Ct, Ames, IA 50010, USA",BrDale
257,-93.62762819999999,42.0519377,"1315 Barkley Ct, Ames, IA 50010, USA",BrDale
258,-93.6282098,42.0516538,"1358 Barkley Ct, Ames, IA 50010, USA",BrDale
259,-93.6283639,42.0514737,"1346 Barkley Ct, Ames, IA 50010, USA",BrDale
260,-93.62837379999999,42.05142499999999,"1342 Barkley Ct, Ames, IA 50010, USA",BrDale
261,-93.627808,42.0515319,"1326 Barkley Ct, Ames, IA 50010, USA",BrDale
262,-93.627562,42.0515188,"1318 Barkley Ct, Ames, IA 50010, USA",BrDale
263,-93.6275618,42.0516342,"1314 Barkley Ct, Ames, IA 50010, USA",BrDale
264,-93.6297938,42.0514955,"1464 Breckinridge Ct, Ames, IA 50010, USA",BrDale
265,-93.6297147,42.051498,"1460 Breckinridge Ct, Ames, IA 50010, USA",BrDale
266,-93.62897489999999,42.0514702,"1436 Breckinridge Ct, Ames, IA 50010, USA",BrDale
267,-93.62897489999999,42.0515861,"1428 Breckinridge Ct, Ames, IA 50010, USA",BrDale
268,-93.628965,42.0516347,"1424 Breckinridge Ct, Ames, IA 50010, USA",BrDale
269,-93.63191309999999,42.0307812,"Ames, IA, USA",BrDale
270,-93.6298029,42.0519966,"1465 Breckinridge Ct, Ames, IA 50010, USA",BrDale
271,-93.627737,42.0505924,"2953 Northwestern Ave, Ames, IA 50010, USA",NPkVill
272,-93.6274511,42.0505533,"2951 Northwestern Ave, Ames, IA 50010, USA",NPkVill
273,-93.6277155,42.0502384,"2943 Northwestern Ave, Ames, IA 50010, USA",NPkVill
274,-93.6274483,42.0495109,"2921 Northwestern Ave, Ames, IA 50010, USA",NPkVill
275,-93.629258,42.0490763,"1401 Johnson St, Ames, IA 50010, USA",NAmes
276,-93.6297271,42.0490065,"1413 Johnson St, Ames, IA 50010, USA",NAmes
277,-93.6249268,42.0508354,"1001 Kennedy St, Ames, IA 50010, USA",NPkVill
278,-93.62548799999999,42.05081,"1015 Kennedy St, Ames, IA 50010, USA",NPkVill
279,-93.62557699999999,42.050809,"1017 Kennedy St, Ames, IA 50010, USA",NPkVill
280,-93.625665,42.05080700000001,"1019 Kennedy St, Ames, IA 50010, USA",NPkVill
281,-93.62658909999999,42.0508216,"1113 Kennedy St, Ames, IA 50010, USA",NPkVill
282,-93.62666829999999,42.0508191,"1115 Kennedy St, Ames, IA 50010, USA",NPkVill
283,-93.6267475,42.0508167,"1117 Kennedy St, Ames, IA 50010, USA",NPkVill
284,-93.6268266,42.0508142,"1119 Kennedy St, Ames, IA 50010, USA",NPkVill
285,-93.62655579999999,42.0503734,"1112 Kennedy St, Ames, IA 50010, USA",NPkVill
286,-93.6260807,42.0498369,"1117 Johnson St, Ames, IA 50010, USA",NPkVill
287,-93.62614839999999,42.0497529,"1119 Johnson St, Ames, IA 50010, USA",NPkVill
288,-93.63191309999999,42.0307812,"Ames, IA, USA",NPkVill
289,-93.6260291,42.0491438,"1128 Johnson St, Ames, IA 50010, USA",NPkVill
290,-93.6256768,42.0494689,"1124 Johnson St, Ames, IA 50010, USA",NPkVill
291,-93.6256368,42.04952890000001,"1122 Johnson St, Ames, IA 50010, USA",NPkVill
292,-93.62556479999999,42.0496499,"1118 Johnson St, Ames, IA 50010, USA",NPkVill
293,-93.62550890000001,42.0501166,"1110 Johnson St, Ames, IA 50010, USA",NPkVill
294,-93.6254297,42.0501577,"1108 Johnson St, Ames, IA 50010, USA",NPkVill
295,-93.6256392,42.0489207,"1111 28th St, Ames, IA 50010, USA",NAmes
296,-93.63191309999999,42.0307812,"Ames, IA, USA",NAmes
297,-93.6264308,42.0485868,"2804 Northwestern Ave, Ames, IA 50010, USA",NAmes
298,-93.62658909999999,42.0487749,"2810 Northwestern Ave, Ames, IA 50010, USA",NAmes
